date,district,disaster_type,severity,affected_population,economic_loss_usd
2012-11-20,Nyaruguru,Drought,Low,2353,200728
2012-11-21,Rusizi,Earthquake,Low,2267,367936
2012-11-22,Bugesera,Landslide,Low,2767,668677
2012-11-23,Gatsibo,Flood,Severe,2566,780000
2012-11-24,Nyanza,Landslide,Medium,1243,813320
2012-11-24,Kamonyi,Landslide,Severe,915,535709
2012-11-25,Gakenke,Storm,Severe,944,88542
2012-11-25,Nyamagabe,Landslide,High,154,620462
2012-11-26,Karongi,Landslide,Low,4100,315630
2012-11-27,Nyaruguru,Storm,Medium,4433,948207
2012-11-28,Kamonyi,Earthquake,Severe,1215,330953
2012-11-29,Nyanza,Storm,High,2853,463113
2012-11-29,Bugesera,Earthquake,High,1613,544755
2012-12-01,Kirehe,Flood,Medium,990,113993
2012-12-01,Nyamagabe,Flood,High,3507,937079
2012-12-02,Kicukiro,Storm,High,4394,823486
2012-12-03,Nyagatare,Flood,Severe,4774,82165
2012-12-05,Rutsiro,Earthquake,Severe,1688,430337
2012-12-05,Ngoma,Earthquake,High,3236,896604
2012-12-06,Rutsiro,Landslide,Medium,3189,272826
2012-12-06,Rulindo,Storm,Severe,72,784244
2012-12-10,Ngororero,Storm,High,811,687951
2012-12-14,Karongi,Landslide,High,4369,648030
2012-12-14,Gicumbi,Flood,Low,745,101517
2012-12-15,Gatsibo,Storm,Medium,383,791825
2012-12-16,Nyamasheke,Storm,Low,3026,283400
2012-12-19,Rubavu,Drought,Medium,4659,704425
2012-12-21,Rubavu,Earthquake,Medium,4808,987845
2012-12-21,Gisagara,Flood,Severe,2635,46198
2012-12-23,Rutsiro,Flood,Medium,3903,842829
2012-12-25,Rusizi,Landslide,Medium,282,78920
2012-12-26,Nyabihu,Flood,Severe,634,404368
2012-12-27,Gicumbi,Storm,High,3286,246202
2012-12-28,Ngororero,Flood,Medium,1294,588656
2012-12-29,Burera,Drought,Medium,4277,815516
2012-12-30,Ngororero,Storm,Low,1865,60594
2012-12-31,Burera,Landslide,Medium,3222,502657
2013-01-01,Rubavu,Earthquake,Severe,4292,498664
2013-01-06,Musanze,Storm,Medium,1721,117779
2013-01-09,Karongi,Flood,Low,2598,743081
2013-01-10,Nyanza,Drought,Severe,4895,258980
2013-01-13,Ngoma,Storm,Severe,1766,841810
2013-01-14,Gisagara,Earthquake,High,1953,295036
2013-01-16,Nyaruguru,Storm,Low,2252,586451
2013-01-18,Nyarugenge,Storm,Severe,1551,451248
2013-01-19,Kicukiro,Drought,Medium,1336,664185
2013-01-22,Rutsiro,Storm,Medium,557,990989
2013-01-25,Gatsibo,Drought,Low,219,601849
2013-01-26,Rwamagana,Earthquake,Medium,196,701599
2013-01-27,Nyarugenge,Flood,Low,4793,349843
2013-01-28,Kirehe,Drought,Severe,3042,53845
2013-01-29,Musanze,Landslide,High,2839,103338
2013-01-31,Ruhango,Earthquake,High,4217,441828
2013-02-02,Ngororero,Landslide,High,1165,436781
2013-02-03,Rutsiro,Landslide,Severe,2044,66311
2013-02-04,Bugesera,Storm,High,2931,519409
2013-02-08,Nyamagabe,Earthquake,Severe,3855,454216
2013-02-09,Nyamagabe,Drought,High,4435,859287
2013-02-10,Kayonza,Landslide,Severe,1233,29455
2013-02-11,Gicumbi,Drought,Low,2150,553548
2013-02-12,Muhanga,Drought,Low,352,599849
2013-02-13,Rulindo,Landslide,High,1770,384333
2013-02-14,Musanze,Earthquake,Medium,4630,404874
2013-02-15,Nyabihu,Flood,Severe,4128,636268
2013-02-19,Nyabihu,Storm,High,844,965458
2013-02-20,Gakenke,Landslide,Medium,3462,282834
2013-02-21,Kirehe,Storm,Low,3586,288623
2013-02-22,Ruhango,Landslide,Severe,689,926904
2013-02-23,Gasabo,Storm,Severe,2799,236062
2013-02-24,Muhanga,Drought,High,987,66817
2013-03-02,Bugesera,Flood,Low,4116,775328
2013-03-02,Musanze,Landslide,High,3764,749074
2013-03-03,Nyamagabe,Storm,Medium,1263,347465
2013-03-04,Rubavu,Earthquake,High,3569,145973
2013-03-04,Nyaruguru,Storm,Severe,2008,380505
2013-03-05,Rubavu,Earthquake,High,3901,897742
2013-03-05,Huye,Flood,Severe,1030,882414
2013-03-06,Kirehe,Storm,Severe,2479,531388
2013-03-07,Huye,Landslide,Severe,1759,60600
2013-03-07,Gasabo,Earthquake,Severe,1104,229106
2013-03-08,Huye,Landslide,Severe,3066,14133
2013-03-08,Gicumbi,Flood,Low,2108,82391
2013-03-09,Huye,Flood,Low,346,962602
2013-03-10,Gatsibo,Earthquake,Low,2448,694540
2013-03-10,Rutsiro,Earthquake,Severe,491,283081
2013-03-11,Nyabihu,Landslide,Medium,83,346249
2013-03-11,Kirehe,Drought,Low,3775,958545
2013-03-12,Karongi,Landslide,Medium,4462,946645
2013-03-12,Gicumbi,Earthquake,High,1097,413453
2013-03-14,Gisagara,Landslide,High,4697,536234
2013-03-14,Kamonyi,Storm,Severe,4713,858779
2013-03-15,Rubavu,Drought,High,4411,463167
2013-03-17,Nyanza,Flood,Medium,4053,863261
2013-03-18,Huye,Drought,Severe,1356,788421
2013-03-18,Nyagatare,Flood,High,2520,100113
2013-03-19,Nyanza,Earthquake,High,1248,217950
2013-03-21,Rusizi,Storm,Severe,2073,300037
2013-03-21,Rulindo,Landslide,Severe,673,816429
2013-03-22,Rwamagana,Drought,Medium,299,260123
2013-03-23,Karongi,Drought,Medium,4750,656571
2013-03-23,Nyarugenge,Storm,Low,1942,531200
2013-03-24,Gatsibo,Storm,Medium,3771,173246
2013-03-24,Huye,Landslide,High,4255,945772
2013-03-25,Gicumbi,Flood,Medium,1743,670450
2013-03-26,Nyagatare,Storm,Severe,4826,603443
2013-03-26,Muhanga,Landslide,Medium,1768,703986
2013-03-27,Gatsibo,Drought,Medium,4620,167189
2013-03-27,Gisagara,Earthquake,Severe,3516,472471
2013-03-28,Gasabo,Earthquake,Medium,4162,848214
2013-03-29,Gisagara,Storm,Low,2476,580996
2013-03-29,Ngoma,Drought,Medium,4181,389114
2013-03-30,Nyamasheke,Earthquake,High,298,374331
2013-03-30,Ruhango,Flood,Medium,970,335964
2013-03-31,Rubavu,Landslide,Severe,245,275441
2013-03-31,Nyanza,Earthquake,High,3397,191969
2013-04-02,Huye,Earthquake,Severe,1273,671270
2013-04-02,Ruhango,Flood,Severe,4537,628252
2013-04-03,Burera,Earthquake,High,3531,117126
2013-04-04,Gakenke,Drought,Severe,1793,685269
2013-04-06,Gatsibo,Earthquake,Medium,366,343894
2013-04-07,Rulindo,Drought,Low,2715,843856
2013-04-08,Ngororero,Landslide,High,2589,254001
2013-04-08,Gicumbi,Flood,High,2233,677195
2013-04-09,Nyarugenge,Flood,Medium,4202,178104
2013-04-09,Nyarugenge,Storm,Severe,4197,939137
2013-04-12,Ruhango,Landslide,Medium,2074,230476
2013-04-14,Rubavu,Earthquake,Low,4131,518849
2013-04-14,Musanze,Drought,Low,4010,652759
2013-04-15,Kicukiro,Flood,Low,2620,508772
2013-04-16,Rubavu,Drought,High,4803,991382
2013-04-16,Gisagara,Flood,Severe,1725,952327
2013-04-18,Kicukiro,Storm,Severe,2523,713238
2013-04-19,Rubavu,Drought,Medium,3252,415870
2013-04-20,Nyagatare,Earthquake,High,4539,935598
2013-04-21,Karongi,Storm,Low,688,399633
2013-04-21,Gisagara,Landslide,Low,892,496350
2013-04-23,Nyabihu,Drought,Medium,3427,253270
2013-04-23,Gakenke,Landslide,Medium,3070,946108
2013-04-26,Kirehe,Flood,Severe,465,511532
2013-04-27,Ruhango,Storm,Medium,3240,950429
2013-04-30,Gatsibo,Flood,Severe,3049,356190
2013-04-30,Kirehe,Drought,Low,4495,199079
2013-05-01,Gisagara,Storm,Low,1582,877786
2013-05-02,Nyagatare,Storm,High,485,399548
2013-05-02,Rwamagana,Drought,Severe,1592,317923
2013-05-03,Bugesera,Landslide,Low,4266,249803
2013-05-03,Kirehe,Flood,Low,2296,365349
2013-05-04,Gasabo,Landslide,Low,114,694291
2013-05-04,Gatsibo,Storm,Low,2541,170099
2013-05-06,Rusizi,Landslide,High,4653,379256
2013-05-07,Musanze,Landslide,Low,2480,273105
2013-05-08,Nyabihu,Storm,High,4819,744280
2013-05-09,Nyamasheke,Drought,Low,3813,143694
2013-05-09,Nyanza,Flood,Low,2290,493502
2013-05-11,Kayonza,Earthquake,Low,3925,690491
2013-05-13,Kicukiro,Storm,High,3589,959364
2013-05-13,Kirehe,Drought,Low,2123,501134
2013-05-14,Rusizi,Earthquake,Medium,3539,732579
2013-05-15,Muhanga,Storm,High,2000,358973
2013-05-15,Burera,Drought,Low,2391,644717
2013-05-16,Ngoma,Storm,Low,3873,599576
2013-05-16,Nyaruguru,Landslide,Severe,4899,720515
2013-05-17,Rusizi,Drought,Severe,3874,124383
2013-05-17,Gatsibo,Earthquake,Low,3546,543172
2013-05-19,Nyanza,Landslide,High,3084,174740
2013-05-19,Nyamagabe,Landslide,Severe,3545,296494
2013-05-20,Nyanza,Storm,High,913,678031
2013-05-20,Nyaruguru,Earthquake,Low,900,467765
2013-05-21,Karongi,Landslide,Medium,2685,362993
2013-05-22,Rulindo,Earthquake,Low,3607,757697
2013-05-23,Rusizi,Earthquake,High,2281,610897
2013-05-24,Gatsibo,Storm,Severe,856,736092
2013-05-25,Kicukiro,Flood,Medium,3879,68803
2013-05-26,Nyarugenge,Drought,Low,2800,933392
2013-05-26,Nyanza,Landslide,Medium,4231,818680
2013-05-27,Ngoma,Storm,Severe,2713,943140
2013-05-27,Bugesera,Landslide,High,1583,328954
2013-05-28,Burera,Earthquake,High,1112,992749
2013-05-28,Nyaruguru,Drought,Low,2083,980574
2013-05-31,Ngoma,Flood,High,4524,906369
2013-06-05,Burera,Landslide,Severe,1876,941266
2013-06-06,Kirehe,Drought,Low,4336,605002
2013-06-08,Nyagatare,Earthquake,Medium,3237,504954
2013-06-10,Gatsibo,Storm,Medium,3034,859548
2013-06-11,Kayonza,Landslide,Medium,2556,105659
2013-06-13,Nyabihu,Earthquake,Severe,483,431897
2013-06-15,Burera,Landslide,Medium,4470,595597
2013-06-16,Kayonza,Landslide,Severe,2469,511357
2013-06-17,Bugesera,Earthquake,Low,4194,420156
2013-06-18,Kicukiro,Earthquake,Low,4300,30642
2013-06-20,Gatsibo,Landslide,Severe,3333,462681
2013-06-22,Kicukiro,Storm,Medium,2974,956789
2013-06-24,Musanze,Landslide,Severe,1442,92069
2013-06-26,Nyabihu,Landslide,Severe,3219,733510
2013-06-27,Huye,Earthquake,Severe,3397,26658
2013-06-29,Nyamasheke,Storm,Severe,4739,507786
2013-06-30,Nyarugenge,Landslide,Low,3890,748786
2013-07-05,Ruhango,Storm,Severe,3025,722838
2013-07-06,Kayonza,Storm,Severe,2893,882064
2013-07-07,Rutsiro,Earthquake,Low,2144,826993
2013-07-08,Rutsiro,Landslide,Low,151,129401
2013-07-09,Nyaruguru,Earthquake,Severe,1087,631628
2013-07-10,Nyagatare,Drought,Medium,250,985213
2013-07-11,Rubavu,Storm,High,4900,779821
2013-07-14,Nyanza,Flood,Medium,4737,566483
2013-07-15,Karongi,Flood,High,1677,242805
2013-07-16,Burera,Drought,Medium,2261,596067
2013-07-17,Gatsibo,Earthquake,Severe,225,835831
2013-07-18,Gisagara,Landslide,High,3985,913811
2013-07-20,Burera,Landslide,High,303,415575
2013-07-24,Gisagara,Earthquake,Low,4344,457460
2013-07-26,Huye,Landslide,Medium,4409,132612
2013-07-27,Nyabihu,Drought,Severe,1028,11682
2013-07-29,Ruhango,Drought,Low,2314,158124
2013-07-30,Rwamagana,Drought,Low,3025,301704
2013-08-01,Rwamagana,Drought,Medium,3828,773944
2013-08-02,Karongi,Earthquake,Medium,4327,806584
2013-08-04,Karongi,Drought,Severe,930,347420
2013-08-08,Huye,Flood,Low,406,457390
2013-08-10,Nyanza,Flood,Severe,3017,805422
2013-08-11,Burera,Drought,Medium,2702,783097
2013-08-12,Gasabo,Storm,Severe,1212,513026
2013-08-13,Rutsiro,Storm,Medium,964,203280
2013-08-16,Nyarugenge,Drought,High,514,198225
2013-08-19,Rutsiro,Storm,High,4518,650987
2013-08-20,Rutsiro,Storm,High,804,12693
2013-08-22,Rulindo,Landslide,Low,1832,969992
2013-08-24,Rulindo,Storm,High,4897,208239
2013-08-26,Huye,Earthquake,Severe,2263,446854
2013-08-28,Kirehe,Landslide,Medium,2916,37571
2013-08-30,Gakenke,Storm,Low,2761,191553
2013-08-31,Bugesera,Drought,Medium,2592,588540
2013-09-01,Gisagara,Earthquake,High,533,907261
2013-09-04,Ngoma,Flood,Low,721,139869
2013-09-04,Rusizi,Storm,Low,3913,975359
2013-09-05,Nyamasheke,Drought,High,2208,166497
2013-09-10,Nyaruguru,Storm,Low,3534,304748
2013-09-11,Nyanza,Landslide,Medium,2201,151465
2013-09-12,Gakenke,Storm,Severe,4911,312423
2013-09-14,Bugesera,Earthquake,Medium,96,848771
2013-09-16,Nyamasheke,Flood,Low,4096,67062
2013-09-17,Gicumbi,Drought,High,2958,679963
2013-09-19,Rutsiro,Earthquake,Low,4564,676615
2013-09-19,Kamonyi,Landslide,Low,3298,240348
2013-09-20,Huye,Storm,Severe,4454,275715
2013-09-20,Gatsibo,Drought,Severe,1721,714258
2013-09-22,Rubavu,Drought,Severe,3586,980483
2013-09-22,Kamonyi,Landslide,Medium,3204,237630
2013-09-23,Nyanza,Storm,High,1891,360201
2013-09-24,Gatsibo,Landslide,High,4033,268783
2013-09-27,Rwamagana,Flood,Low,4541,33369
2013-09-29,Karongi,Storm,Medium,1420,535060
2013-09-30,Nyagatare,Landslide,High,1410,271743
2013-10-01,Musanze,Drought,Medium,414,132665
2013-10-01,Kirehe,Storm,Low,4571,865110
2013-10-02,Ngoma,Earthquake,High,2126,630480
2013-10-02,Karongi,Landslide,High,3064,878504
2013-10-04,Rubavu,Flood,Severe,1110,247854
2013-10-04,Ruhango,Landslide,Medium,3156,306433
2013-10-06,Gakenke,Earthquake,High,3758,775370
2013-10-07,Kamonyi,Landslide,High,1985,165551
2013-10-08,Nyaruguru,Landslide,Low,2775,118662
2013-10-09,Huye,Flood,Medium,315,34545
2013-10-11,Rubavu,Landslide,Severe,4730,454602
2013-10-11,Gicumbi,Flood,High,606,620254
2013-10-12,Kicukiro,Landslide,Medium,4218,457565
2013-10-12,Kayonza,Storm,Severe,2360,947423
2013-10-13,Gisagara,Landslide,Severe,2596,728735
2013-10-13,Gasabo,Drought,Medium,126,72557
2013-10-15,Kamonyi,Earthquake,High,949,37108
2013-10-15,Gatsibo,Landslide,Low,3478,891337
2013-10-17,Nyabihu,Earthquake,Severe,2060,725297
2013-10-17,Rusizi,Landslide,High,1644,459171
2013-10-18,Rulindo,Storm,Medium,559,921163
2013-10-18,Rwamagana,Flood,Medium,474,355699
2013-10-19,Rulindo,Storm,High,943,623861
2013-10-19,Nyagatare,Drought,Medium,2353,511010
2013-10-20,Kayonza,Drought,Medium,1800,563626
2013-10-21,Nyagatare,Landslide,Medium,3266,444254
2013-10-22,Gisagara,Landslide,Medium,4129,56946
2013-10-22,Nyanza,Flood,Severe,457,631050
2013-10-23,Nyamasheke,Flood,Severe,248,699548
2013-10-24,Gakenke,Earthquake,Medium,4319,843630
2013-10-24,Kayonza,Drought,Medium,601,994948
2013-10-25,Gatsibo,Landslide,High,4692,186849
2013-10-25,Rutsiro,Flood,Low,2094,555101
2013-10-26,Kicukiro,Drought,Low,3814,535450
2013-10-27,Nyanza,Storm,High,1358,55327
2013-10-27,Kicukiro,Drought,Medium,4720,826886
2013-10-28,Huye,Storm,High,2505,990874
2013-10-29,Gisagara,Flood,Low,4693,854882
2013-11-02,Kayonza,Landslide,High,901,441071
2013-11-02,Nyagatare,Flood,Medium,2191,148639
2013-11-03,Nyaruguru,Earthquake,Severe,4594,920698
2013-11-04,Ngororero,Earthquake,Medium,1112,849101
2013-11-05,Nyamasheke,Storm,Medium,2081,723057
2013-11-05,Gisagara,Drought,Medium,1370,123438
2013-11-07,Rulindo,Earthquake,Medium,478,83352
2013-11-10,Muhanga,Drought,Severe,215,228804
2013-11-10,Nyarugenge,Storm,High,554,173947
2013-11-11,Rulindo,Storm,Medium,4941,379225
2013-11-12,Kayonza,Earthquake,Low,4758,312694
2013-11-13,Nyagatare,Drought,Medium,3269,604575
2013-11-15,Kayonza,Storm,High,2274,69358
2013-11-16,Gasabo,Earthquake,Severe,2581,450632
2013-11-16,Nyamasheke,Storm,Low,2000,942385
2013-11-18,Ngoma,Drought,Severe,741,374462
2013-11-18,Muhanga,Drought,High,870,62301
2013-11-19,Ngororero,Storm,Medium,309,895670
2013-11-19,Huye,Earthquake,Severe,4609,91369
2013-11-21,Rusizi,Landslide,High,4688,597035
2013-11-21,Nyagatare,Storm,Medium,3386,798310
2013-11-22,Ngororero,Storm,Severe,99,333154
2013-11-23,Ruhango,Flood,Medium,1301,512737
2013-11-24,Nyamasheke,Earthquake,Severe,4421,928104
2013-11-26,Ngororero,Landslide,High,2073,106096
2013-11-27,Ngororero,Flood,Medium,1928,44052
2013-11-29,Ruhango,Landslide,Severe,3939,213336
2013-11-30,Nyaruguru,Drought,Severe,3824,50841
2013-11-30,Gatsibo,Earthquake,Low,2591,121145
2013-12-01,Ngororero,Drought,High,483,662183
2013-12-01,Kamonyi,Earthquake,Medium,4503,691033
2013-12-02,Burera,Earthquake,Medium,4381,493669
2013-12-02,Gatsibo,Earthquake,High,4591,341904
2013-12-03,Gicumbi,Drought,Low,520,921790
2013-12-04,Kirehe,Drought,Low,4408,632457
2013-12-04,Bugesera,Flood,High,3541,134425
2013-12-06,Bugesera,Flood,High,110,663080
2013-12-06,Rwamagana,Earthquake,Low,395,22129
2013-12-07,Nyanza,Drought,Low,2565,479647
2013-12-09,Burera,Landslide,High,4803,418794
2013-12-10,Bugesera,Landslide,Medium,4438,900382
2013-12-12,Musanze,Flood,Severe,3573,207289
2013-12-13,Nyabihu,Landslide,Medium,2466,80060
2013-12-15,Musanze,Storm,Medium,1922,316439
2013-12-17,Muhanga,Flood,Severe,4876,196963
2013-12-17,Kayonza,Flood,Severe,2218,718731
2013-12-18,Gicumbi,Flood,Low,2392,237818
2013-12-19,Nyamasheke,Flood,Severe,488,351927
2013-12-19,Nyanza,Landslide,Severe,1816,343013
2013-12-20,Burera,Earthquake,Medium,1400,639227
2013-12-20,Rulindo,Storm,Medium,2224,953168
2013-12-21,Ruhango,Drought,Medium,4188,585317
2013-12-21,Rusizi,Earthquake,Medium,1986,824163
2013-12-22,Musanze,Flood,Medium,4141,59376
2013-12-22,Gakenke,Storm,Severe,4833,263831
2013-12-23,Nyamagabe,Drought,Medium,996,574480
2013-12-23,Gisagara,Flood,Medium,1421,475903
2013-12-25,Rutsiro,Drought,Medium,2242,352712
2013-12-25,Nyabihu,Storm,Low,914,59477
2013-12-27,Gakenke,Landslide,Low,1760,998669
2013-12-28,Gasabo,Flood,High,4905,672336
2013-12-29,Nyamagabe,Flood,Medium,3978,764033
2013-12-29,Kirehe,Earthquake,High,1813,260995
2013-12-30,Kamonyi,Earthquake,Severe,4823,569856
2013-12-30,Musanze,Landslide,Low,2707,292259
2013-12-31,Ngoma,Storm,High,1328,302721
2014-01-01,Muhanga,Drought,Severe,1467,393152
2014-01-04,Gicumbi,Landslide,Medium,3153,497103
2014-01-05,Kicukiro,Drought,Medium,2730,729684
2014-01-06,Rutsiro,Flood,Severe,2799,86969
2014-01-07,Nyanza,Earthquake,Severe,1508,821567
2014-01-09,Nyarugenge,Drought,Medium,1623,788895
2014-01-14,Nyarugenge,Drought,Severe,899,452616
2014-01-15,Gakenke,Drought,Low,4920,743663
2014-01-20,Nyabihu,Storm,Severe,3944,789538
2014-01-21,Rubavu,Drought,Severe,881,183703
2014-01-22,Gatsibo,Flood,Medium,3093,885483
2014-01-26,Gakenke,Drought,Low,704,745820
2014-01-29,Musanze,Drought,Low,461,227855
2014-01-31,Kamonyi,Drought,Medium,1980,845502
2014-02-03,Nyagatare,Storm,Severe,4216,228934
2014-02-04,Bugesera,Flood,Severe,3441,911073
2014-02-05,Gisagara,Earthquake,Severe,4998,981126
2014-02-08,Gakenke,Flood,Severe,3000,399713
2014-02-10,Nyagatare,Landslide,Medium,427,716764
2014-02-11,Gisagara,Landslide,Low,4031,129425
2014-02-12,Kicukiro,Flood,High,2319,721726
2014-02-13,Rutsiro,Earthquake,High,2370,513869
2014-02-15,Nyaruguru,Flood,Medium,497,972332
2014-02-18,Rulindo,Storm,Low,1294,193509
2014-02-20,Rwamagana,Earthquake,Medium,3330,729112
2014-02-21,Nyaruguru,Landslide,Severe,86,146478
2014-02-22,Ngoma,Earthquake,Severe,3676,430021
2014-02-25,Ngororero,Landslide,Low,1916,215027
2014-02-26,Rubavu,Flood,Severe,3689,56828
2014-02-27,Nyamagabe,Storm,High,963,986387
2014-03-02,Nyarugenge,Landslide,Low,1711,7134
2014-03-02,Ngororero,Flood,Severe,4033,328081
2014-03-03,Gisagara,Flood,Medium,1189,723013
2014-03-04,Huye,Flood,Low,1209,703853
2014-03-05,Karongi,Flood,Low,1702,104810
2014-03-06,Kamonyi,Landslide,Medium,1964,943090
2014-03-07,Kirehe,Flood,Low,2164,949682
2014-03-08,Rwamagana,Drought,Severe,3293,776547
2014-03-09,Kamonyi,Drought,High,2378,610925
2014-03-09,Bugesera,Earthquake,High,3098,267326
2014-03-10,Kayonza,Flood,High,1378,232843
2014-03-12,Nyamagabe,Landslide,Low,1435,534098
2014-03-13,Nyamasheke,Drought,High,4285,367165
2014-03-14,Burera,Flood,Medium,1908,924200
2014-03-15,Nyanza,Storm,Severe,4690,368969
2014-03-17,Karongi,Landslide,Low,2848,235014
2014-03-17,Nyarugenge,Storm,High,584,858998
2014-03-18,Ngororero,Earthquake,Low,4937,482301
2014-03-19,Rulindo,Earthquake,Severe,4342,509919
2014-03-25,Nyagatare,Landslide,Severe,3611,886629
2014-03-27,Gisagara,Earthquake,Severe,4602,10621
2014-03-27,Nyanza,Storm,Low,4052,531450
2014-03-29,Musanze,Drought,High,4223,769731
2014-03-30,Kirehe,Landslide,High,2600,207768
2014-03-30,Nyanza,Drought,Low,866,487045
2014-03-31,Nyanza,Earthquake,High,1987,94847
2014-04-01,Nyabihu,Flood,Severe,1619,188223
2014-04-01,Rusizi,Storm,Low,430,160330
2014-04-03,Musanze,Earthquake,Low,1795,2087
2014-04-04,Nyamagabe,Storm,Severe,520,672816
2014-04-06,Kayonza,Flood,High,2296,162839
2014-04-07,Gakenke,Storm,Low,3720,585602
2014-04-10,Huye,Flood,High,2769,542235
2014-04-11,Karongi,Drought,Severe,3807,760587
2014-04-11,Nyagatare,Flood,High,3484,829933
2014-04-12,Gicumbi,Drought,High,1036,909282
2014-04-13,Huye,Drought,High,712,888814
2014-04-13,Kayonza,Landslide,Severe,1163,83167
2014-04-17,Rusizi,Drought,Low,2436,388876
2014-04-17,Gakenke,Storm,High,2056,45686
2014-04-19,Kirehe,Drought,Severe,2457,857656
2014-04-20,Rusizi,Storm,Severe,218,668024
2014-04-21,Rutsiro,Flood,Medium,3125,949434
2014-04-24,Rwamagana,Landslide,Low,3417,157490
2014-04-24,Rulindo,Storm,Severe,3718,503522
2014-04-25,Rubavu,Landslide,High,2290,301367
2014-04-27,Gatsibo,Landslide,Low,4162,561096
2014-04-29,Nyagatare,Storm,Medium,2391,349324
2014-04-30,Rubavu,Landslide,Medium,1811,1180
2014-05-01,Nyaruguru,Flood,Severe,3134,515296
2014-05-01,Rutsiro,Flood,Severe,3236,307019
2014-05-04,Kicukiro,Earthquake,Severe,2481,71779
2014-05-06,Huye,Earthquake,Low,2823,445810
2014-05-06,Nyarugenge,Storm,Medium,4596,109091
2014-05-07,Nyabihu,Storm,High,892,569952
2014-05-09,Rulindo,Drought,High,3554,321737
2014-05-10,Kayonza,Earthquake,Severe,2654,782019
2014-05-11,Karongi,Earthquake,Low,4365,574385
2014-05-12,Rubavu,Flood,High,2628,513875
2014-05-13,Musanze,Drought,Low,1409,311656
2014-05-15,Nyamasheke,Flood,High,1174,317705
2014-05-15,Nyanza,Earthquake,Medium,3673,552076
2014-05-17,Kayonza,Earthquake,Severe,1002,317867
2014-05-18,Gicumbi,Earthquake,Severe,962,787303
2014-05-18,Rutsiro,Earthquake,Severe,379,353055
2014-05-19,Nyagatare,Landslide,Medium,1647,450546
2014-05-19,Kicukiro,Drought,Medium,3610,895282
2014-05-20,Gatsibo,Flood,High,3125,706616
2014-05-20,Gakenke,Storm,Severe,4413,264958
2014-05-22,Nyanza,Earthquake,High,395,404803
2014-05-23,Gatsibo,Flood,Medium,982,925125
2014-05-24,Rwamagana,Flood,Medium,4313,391300
2014-05-25,Rubavu,Drought,High,467,960788
2014-05-25,Bugesera,Drought,Medium,4087,439858
2014-05-26,Nyamasheke,Storm,Medium,3307,618071
2014-05-26,Kicukiro,Flood,Severe,1525,822993
2014-05-27,Nyagatare,Landslide,High,3264,652175
2014-05-27,Ngororero,Storm,Low,4461,684798
2014-05-28,Burera,Storm,High,2305,25484
2014-05-28,Gatsibo,Drought,Low,3589,726210
2014-05-31,Kirehe,Storm,High,4562,608415
2014-06-02,Musanze,Storm,Medium,2134,630723
2014-06-04,Nyaruguru,Earthquake,High,3233,92902
2014-06-06,Nyanza,Storm,Severe,4092,324400
2014-06-07,Burera,Landslide,Low,4448,335734
2014-06-09,Nyagatare,Drought,Medium,4988,197018
2014-06-10,Nyagatare,Earthquake,Low,1780,469741
2014-06-11,Bugesera,Flood,Medium,2633,291262
2014-06-14,Ngoma,Earthquake,Low,4691,62486
2014-06-15,Huye,Landslide,Medium,2915,110005
2014-06-23,Gatsibo,Storm,High,1774,280045
2014-06-26,Nyabihu,Landslide,Low,1867,996505
2014-06-28,Ngoma,Flood,High,1751,142495
2014-06-30,Huye,Landslide,Severe,402,739196
2014-07-01,Nyamasheke,Storm,High,1038,263448
2014-07-04,Nyagatare,Flood,Low,822,731919
2014-07-08,Kicukiro,Flood,Low,4336,716940
2014-07-11,Rusizi,Drought,Severe,3820,193820
2014-07-13,Gatsibo,Earthquake,Medium,3313,458381
2014-07-16,Kirehe,Landslide,High,3544,415316
2014-07-17,Gatsibo,Earthquake,High,2749,839439
2014-07-19,Nyanza,Landslide,Low,3925,711788
2014-07-25,Rutsiro,Storm,Severe,3401,640060
2014-07-26,Nyamagabe,Landslide,Low,2977,155173
2014-07-30,Rwamagana,Flood,Low,334,911630
2014-07-31,Kamonyi,Storm,Low,4358,473530
2014-08-05,Ngoma,Drought,High,3815,34392
2014-08-08,Bugesera,Flood,Severe,1519,298261
2014-08-09,Burera,Flood,Medium,59,373881
2014-08-10,Muhanga,Drought,Severe,228,656183
2014-08-11,Kayonza,Landslide,Low,1576,893625
2014-08-13,Kirehe,Drought,Low,280,901291
2014-08-14,Gatsibo,Storm,High,1507,178295
2014-08-15,Gatsibo,Earthquake,Low,3638,305138
2014-08-16,Kirehe,Storm,Medium,3010,395104
2014-08-17,Muhanga,Flood,High,2364,134557
2014-08-25,Gisagara,Storm,High,3884,571565
2014-08-26,Bugesera,Flood,Medium,1318,640034
2014-08-27,Kirehe,Drought,Low,3214,638105
2014-08-28,Nyaruguru,Storm,Low,2080,464460
2014-08-29,Nyagatare,Landslide,Low,1270,919594
2014-08-31,Kamonyi,Flood,Low,1130,853885
2014-09-01,Huye,Flood,Severe,1005,150083
2014-09-01,Muhanga,Landslide,Medium,90,627497
2014-09-03,Kayonza,Flood,Medium,4735,478335
2014-09-03,Gisagara,Earthquake,Low,1593,327162
2014-09-05,Gasabo,Drought,Severe,1520,787924
2014-09-06,Karongi,Landslide,Low,4242,369610
2014-09-08,Karongi,Drought,Medium,4790,610707
2014-09-08,Rutsiro,Storm,Severe,814,484913
2014-09-09,Gicumbi,Storm,Medium,4615,873364
