district,sector,latitude,longitude,soil_type,flood_count_5yr,flash_flood_count_5yr,riverine_flood_count_5yr,landslide_count_5yr,mudslide_count_5yr,drought_months_5yr,severe_storm_count_5yr,windstorm_count_5yr,hailstorm_count_5yr,lightning_strike_count_5yr,earthquake_count_5yr,forest_fire_count_5yr,epidemic_outbreak_count_5yr,casualties_5yr,displaced_people_5yr,damaged_buildings_5yr,damaged_crops_hectares_5yr,infrastructure_damage_count_5yr,annual_rainfall_mm,max_daily_rainfall_mm,dry_season_length_days,extreme_heat_days_per_year,extreme_rainfall_days_per_year,elevation_m,slope_degree,distance_to_water_km,soil_erosion_risk_index,vegetation_cover_percentage,population_density,infrastructure_index,emergency_resources_score,early_warning_systems_score,healthcare_access_score,poverty_index,historical_damage_usd
Burera,Kivuye,-1.4672,29.8775,Clay,2,0,1,3,0,1,7,4,3,7,0,1,1,42,44,172,212,61,676.9246161852122,115.77049077828971,117.36196311626273,37,23,1402.5246000181735,5.952965291134767,5.588312169567515,3.8679114108942834,40.47028356554867,1086.2456936112717,65.8732491463235,51.97784215510471,48.220996877635926,62.670531829392374,26.78640416942386,58801.810291099064
Burera,Nemba,-1.4672,29.905,Sandy loam,1,0,3,0,2,1,1,8,6,13,2,0,0,14,579,29,284,56,979.9329586146624,106.94405827419709,79.05401761234998,27,18,1476.7750102098244,20.47579355656819,7.957046710535288,49.723686330531564,102.83146226143913,466.0735898217033,43.122709212297345,66.77614686674757,49.1326394155666,70.80761793549917,47.50545640455642,117490.43598833817
Burera,Rugarama,-1.4867,29.85,Clay loam,1,3,1,4,0,4,9,1,1,4,3,1,1,38,695,159,104,52,613.6274341992466,64.75388225387047,114.12121630026327,29,24,1474.360742657822,18.519723923073627,6.058020195853979,32.35945778428717,45.22299577944445,726.4155164962247,42.95481247464852,54.04999894857579,52.10011042487458,68.62783308523277,51.81751717394774,138137.22156978957
Burera,Rugendabari,-1.4867,29.8775,Sandy clay,2,1,0,0,3,3,1,4,0,2,0,0,1,11,33,114,9,28,1027.7026479054348,67.20732727353518,143.50964751314908,23,18,1534.8517060297481,4.178335293046434,3.4386871834534176,27.863383208135467,43.655490821013764,551.1094337254394,34.13454302605675,61.47846041543099,39.87236662610129,53.190318546868276,31.61507210252892,1425.882085194462
Burera,Ruhunde,-1.4867,29.905,Clay,3,0,2,2,1,2,7,7,3,14,2,0,0,47,584,120,62,81,627.6292634322626,142.77497084932287,138.22981974331884,45,23,1519.8455412391218,17.248650629012154,2.0883596561562,22.013013199588833,75.68911384797761,795.49288229833,43.901856351155665,50.45252806328874,44.45799680416127,61.283879040094234,38.596271400075565,20856.770640913695
Burera,Rusarabuye,-1.5061,29.85,Sandy loam,2,0,0,5,2,2,6,4,4,8,4,0,1,1,392,37,80,75,1019.5918922107334,143.90360004093586,166.89280757128313,21,23,1464.3563533958827,23.332145480375146,2.3170803917816127,37.45580155160036,51.642182180390165,688.9478550777519,74.53966862786987,76.2001276168708,58.948995105828565,50.85652435741311,37.99690419179619,59657.620122875145
Burera,Rwerere,-1.5061,29.8775,Clay loam,2,0,3,3,3,2,0,9,5,14,3,0,0,39,55,175,160,43,525.9186913941841,65.31758031061253,128.2730364848884,41,26,1472.743567348262,9.09530785999829,5.485874913210427,24.72615509394619,56.37590078723717,985.1696575974922,56.705218035500344,34.7233014506555,41.96298145455737,86.76643497484127,41.585374579847226,128773.19932366499
Gakenke,Coko,-1.7117,29.85,Sandy clay,0,4,1,2,0,3,1,0,3,14,4,0,2,23,192,27,14,77,908.1326325006486,55.97378378162285,136.42629243127618,19,12,1642.0541647213004,17.720886572242605,7.94627935485212,45.52018150984091,30.47923187182652,1110.3559986027985,53.27630102747204,51.342012220667854,57.08142630379652,36.68012234901472,30.230196880058536,81371.1772340831
Gakenke,Cyabingo,-1.7117,29.8775,Clay loam,5,1,1,4,3,1,7,6,3,3,3,0,2,16,226,8,33,66,373.4164076185929,89.18030181137547,110.680410154233,23,9,1680.2447477243554,11.750156547275298,7.646848412600008,37.51149280186428,56.1599465935696,1336.150729180141,38.39095795855064,74.95675099509894,94.50361914900972,52.418148447313214,51.94209558592524,-33542.70855092413
Gakenke,Gakenke,-1.6925,29.85,Clay,4,3,2,0,0,3,9,6,4,9,1,0,2,38,881,173,70,32,812.1860914706177,37.229038306991285,110.01606795421483,17,5,1709.483487393595,19.961710429926747,6.346566658891958,67.74525139811905,67.91537845884743,666.9806715072801,48.222940204781295,93.55065348662748,75.4380635365436,87.78532194156078,38.72442944524588,-3751.2680168867664
Gakenke,Gashenyi,-1.6925,29.8775,Sandy loam,2,1,1,0,0,1,9,2,2,14,3,0,2,34,613,188,50,56,921.1844088886023,68.90913836141138,152.7708918548665,29,6,1627.4359490284198,13.245572561164495,3.504631951921078,45.81376538574603,57.53073305943898,1103.3145574100354,44.00584779790709,58.595609726269885,73.76223947981397,51.81024281957988,43.002107239164694,127939.17041824176
Gakenke,Janja,-1.6731,29.85,Clay loam,0,0,1,2,0,4,9,6,1,3,4,0,2,5,863,193,28,0,858.3715047435481,88.37937257683309,118.99200948746912,21,15,1637.6178783809862,12.90724714695791,3.3020892295494404,57.652165566638814,50.69693847598741,900.3623740066816,40.20433305074739,71.57344682166189,69.64803006897468,55.50319243210075,46.16583547825039,67866.53182188468
Gakenke,Kamubuga,-1.6731,29.8775,Sandy clay,4,3,0,3,3,2,11,5,6,13,4,0,1,30,768,6,155,2,582.7953254951834,83.55089270541565,81.1088036170253,25,25,1620.3560860631915,19.661176228300803,3.7203942194435626,36.84193841903888,52.59334796930108,774.3012375112618,49.05377334463107,57.0952844535483,63.79118529819831,77.558791059794,61.96375490650181,-19540.279569967344
Gakenke,Karambo,-1.7117,29.905,Clay,3,0,1,2,1,5,4,2,4,11,1,1,0,11,355,1,116,20,277.6851777884118,82.04583037022847,108.89030619032924,48,5,1726.00686201701,2.2707952545467602,4.192507842088667,27.206563034401913,93.65246582038452,687.8018981513817,52.211040295596035,29.119293831178865,52.63149601549674,81.11690125294606,26.10438469085339,91519.03922967344
Gakenke,Kivuruga,-1.6925,29.905,Sandy loam,0,1,0,2,0,1,5,7,6,8,3,0,0,49,462,75,288,16,1149.890752072998,79.79584590837645,106.96029672271636,42,18,1582.2702815713644,8.558117818560127,5.523453778362699,23.842425657668784,64.02997540303089,569.5991188643386,4.415210646094415,53.00336012222661,49.89591849362258,39.092984626987466,30.717636447003102,142941.75650281768
Gakenke,Mataba,-1.6731,29.905,Clay loam,1,3,3,1,1,5,1,2,1,10,0,0,2,28,885,102,193,22,278.14638160610946,121.93894416822695,77.67308909532827,26,23,1736.288571371586,19.48994415710262,6.466606908304894,29.921572121894748,61.72325150893515,1076.2115714778924,34.226533675859436,65.8551264879358,49.919837399140604,32.227454012441065,48.09110093713028,27177.985690178102
Gakenke,Minazi,-1.7311,29.85,Sandy clay,5,4,2,2,1,2,3,6,6,0,4,0,2,47,884,22,170,58,1090.6638837103803,61.245651961586816,121.08750872281618,39,9,1698.9697397306984,10.34469463799713,5.969555106529105,43.323048119338225,84.77605557445085,691.4103673030033,56.34368657806885,61.64098039874864,65.80703958383002,76.70889662425563,8.804147671433526,77265.66725368028
Gakenke,Mugunga,-1.7311,29.8775,Clay,4,1,0,1,2,5,2,8,4,14,0,1,2,17,997,12,126,89,836.3838180243645,57.842424448609165,68.78327629857688,44,9,1790.2260983560557,4.365552646300548,1.8157053453672898,-15.009694597124373,44.850908363086376,1429.6620625062496,45.12920702734212,62.79569605871899,44.0633363798142,74.39165476113176,66.99176906732029,13171.763555049321
Gakenke,Muhondo,-1.6925,29.8925,Clay,1,1,1,0,1,3,10,7,4,13,4,1,0,2,506,15,194,19,639.5245158697845,79.79012401045765,118.7398800869424,45,18,1709.481690330596,16.807936975165703,7.089875869081993,15.292048778479545,66.29289667020984,1639.780476525779,55.80339855400845,72.32000244377966,63.55835412731618,91.27533448016091,40.05866733044416,22218.307303244674
Gakenke,Muyongwe,-1.7506,29.85,Clay loam,1,3,1,0,1,1,3,8,4,1,3,0,0,6,892,112,120,8,851.2142712550401,49.13877683830493,102.67341094479008,21,10,1740.1756298855667,16.48060711719536,7.9448829754274914,45.09348761027571,47.67623764542976,599.0429396001905,48.469715901203834,56.97607952568703,78.04838108255376,56.1625986349582,36.4094785248061,1943.8747165821187
Gakenke,Muzo,-1.7506,29.8775,Sandy clay,2,0,0,2,2,1,4,0,5,14,0,0,2,16,424,181,252,60,808.8296452151544,100.50149306760687,80.64346497833668,47,8,1710.2088471165207,8.793759164460937,7.410574538315999,51.20678556332402,47.26675127658442,1414.694860210558,40.309957934616996,68.51597300618846,46.38953418307493,82.87109606012784,12.585975583744418,131361.0932167899
Gakenke,Nemba,-1.7506,29.905,Clay,2,0,1,3,2,2,6,1,1,7,0,1,2,35,146,150,135,82,885.643208661405,64.3109390510767,87.35761962977888,10,23,1669.4571139266275,15.209870722692672,3.1532052735013005,25.601597704618637,68.50834994683534,1157.5545033389635,46.298667938285035,67.84823987276985,33.27470594539978,63.77660840468822,70.82740575603535,23314.974048456643
Gakenke,Ruli,-1.77,29.85,Sandy loam,0,1,0,2,4,1,11,3,2,7,3,0,2,16,939,34,102,24,699.1603659706348,103.08823178484528,126.19308522796379,29,15,1720.7119118014223,12.989360545790012,5.659615538208159,58.14604353639757,31.611910746579234,841.3067738237216,62.082593737565574,31.848868967071596,57.09442475831943,77.52525706951235,31.27148213476673,82196.7764853774
Gakenke,Rusasa,-1.77,29.8775,Clay loam,4,1,0,3,1,4,3,3,0,3,3,0,0,22,384,14,89,62,801.8573716771344,43.51221677809143,124.76022791290225,32,6,1765.849660947752,23.547145587066417,3.482809990457503,15.395319404854398,45.5909058167766,1320.2859920585781,61.519626846341296,67.99436646000989,68.77161572928287,81.42763703686842,40.87218987683642,56889.51687403962
Gakenke,Rushashi,-1.77,29.905,Sandy clay,0,3,0,0,0,1,0,6,3,2,3,0,0,32,982,131,183,68,1371.6096772341175,104.53491775215915,125.9894352135828,11,12,1767.7734911275656,18.16915874797743,6.330268953199827,28.23062081725161,52.54391195380765,657.2348401588642,48.608343628415064,68.19156832231981,41.52406642898313,57.2484645074768,41.63064370069085,108996.1016673185
Gicumbi,Bukure,-1.5583,30.1,Clay loam,1,2,0,3,3,3,11,2,1,4,1,0,1,21,263,34,130,59,894.7111562999759,52.87143844236731,116.67605417920309,17,20,1652.5171228609518,10.109401329963529,6.267351709750779,59.24377274289437,64.9154363181315,1168.378341804872,45.659324933487014,30.225627756989766,38.829991294644195,44.5766893192979,53.2218464774091,133961.14348454832
Gicumbi,Bwisige,-1.5583,30.1275,Sandy clay,4,1,0,4,2,1,10,4,5,5,3,0,1,32,22,60,33,81,866.7217914475477,47.40453132756113,95.09967541479982,34,29,1451.388446168313,13.790845122998167,4.252603042162826,12.057499364234559,37.96379164063242,1195.2730632694906,26.702310442743116,33.63725708195682,53.327537374932334,49.90212090630357,48.63390688082706,50857.18998729549
Gicumbi,Byumba,-1.5389,30.1,Clay,2,2,2,3,2,1,11,3,3,10,4,0,0,28,301,188,13,61,1153.770633134684,42.41724824945883,88.1776694039406,41,25,1468.7614146951787,10.254531742729494,6.3929718002145,22.74766126275959,80.57790600386375,1525.4567131260542,37.76560422995099,71.88205582506434,49.889381243180836,43.44664550012345,36.336583510954085,77440.65900874491
Gicumbi,Cyumba,-1.5389,30.1275,Sandy loam,4,0,3,3,3,0,6,2,0,8,2,0,1,19,285,162,151,15,602.107541272189,102.72281292019017,117.10184952338115,38,28,1494.1022238622268,12.75326598278919,8.368722407413173,53.70575538641805,47.15460491656387,1153.7928031509261,68.1424262748942,60.18724148749508,38.03205905849171,85.96567864735985,40.89238242432953,86567.89531910766
Gicumbi,Giti,-1.5194,30.1,Clay loam,5,1,1,2,0,1,0,3,2,1,4,0,0,22,513,178,180,27,804.2519582456557,136.5278815358846,104.539900990222,13,19,1514.1459058017522,5.650223930563884,7.175376044640087,34.831694153187414,72.38707936712049,540.2169835913429,23.817463423237463,69.63212065234949,41.71637150770584,54.443522550943804,7.961702701646132,113119.99905006711
Gicumbi,Kaniga,-1.5194,30.1275,Sandy clay,6,4,3,2,1,2,7,7,4,11,2,0,2,6,766,92,157,24,1113.8353027294413,65.09991914029824,126.01327571148205,23,17,1502.7381642373248,8.968286285473344,4.077826493479181,50.29684863232167,36.78989334335825,925.3640348935037,59.47760962392502,48.64048260663697,45.447900403748406,68.28008662405517,39.68364128885988,71235.09840208107
Gicumbi,Manyagiro,-1.5583,30.155,Clay,3,1,1,1,0,6,11,9,6,8,3,0,0,42,786,157,171,5,495.53966336229155,138.49974877220458,138.17190565182224,28,27,1532.3864647172406,8.11208050924629,3.2617563829163245,9.287569936333293,96.49097707811083,757.7114222121915,56.50137290558069,37.244288605243014,33.655225123027336,66.28869569643136,33.974250057593146,59731.696969088676
Gicumbi,Miyove,-1.5389,30.155,Sandy loam,3,0,4,1,4,0,0,8,2,0,1,0,0,14,82,165,240,60,1196.6623286822353,58.14471365744867,111.13939345660273,49,6,1489.8478039282895,1.8014675695673272,1.1368232196638655,43.972455824625015,59.067954720319705,1368.0145609606452,42.892740244297684,85.13061734209232,65.9157707820082,73.3785345290127,70.39462388208679,25138.33429200719
Gicumbi,Mugambi,-1.5194,30.155,Clay loam,2,4,2,1,1,4,1,1,4,2,2,1,0,9,766,49,93,85,800.4114234410345,40.476414789599374,105.43046994365736,27,11,1556.036515268655,12.591479051170744,9.617544236184077,21.7143956398462,69.03929047942292,1427.712006263318,30.06532849480557,43.72589193289696,63.03714552953461,59.3228956934989,32.698287555295295,77140.878270259
Gicumbi,Mukarange,-1.5778,30.1,Sandy clay,0,4,2,4,1,0,7,1,5,2,3,0,2,13,873,49,282,96,963.8575349464937,41.23559605983143,93.08428500604306,28,11,1635.686422471095,12.637062629622102,5.492906253591399,48.50924750811428,34.14240165336493,1068.750782869888,52.37453259953356,45.60177861656683,33.47043275605121,45.43761546207007,22.256050227315356,93995.09229624356
Gicumbi,Muko,-1.5778,30.1275,Clay,4,2,0,1,0,5,1,5,3,3,4,1,2,20,6,151,226,90,808.2380105338825,97.1753962616479,114.5577575137445,16,28,1647.626875742727,10.8694273033482,3.876735352256345,26.174243381820727,69.44635616039115,1383.7304121485186,49.157707919901256,54.94671137892104,90.71826177670253,61.01601273454662,59.56508733480468,36889.02064555638
Gicumbi,Mutete,-1.5778,30.155,Sandy loam,4,0,2,3,0,0,9,7,0,12,2,0,0,43,593,68,296,99,899.9288138275176,99.36131812061944,121.99354842049357,12,10,1569.4004111784425,15.74168777145471,8.106629185791608,1.9949729627830024,51.9046169185587,759.7230762072525,46.504802912365385,62.007528432716676,64.59346304239371,58.94766308622377,24.87601935383355,115835.42028888837
Gicumbi,Nyamiyaga,-1.5972,30.1,Clay loam,1,3,1,0,3,0,10,3,6,7,1,0,2,32,31,121,246,47,656.9688833552829,84.09347391467212,124.2757776502622,38,15,1637.8418638633134,13.698243803889795,5.327889305992759,43.73274034050664,43.602616768955656,1046.1948713805361,72.76269753255067,53.81477241946124,68.47604302781987,59.53979695005263,32.402600239807114,97507.75155611758
Gicumbi,Nyankenke,-1.5972,30.1275,Sandy clay,6,3,2,3,3,3,2,4,1,2,3,0,1,33,144,66,215,99,1042.6551101722198,64.42231729150083,104.92661084324536,11,23,1522.0367963355607,15.744574103197692,8.991064859760563,31.13554357291053,66.16055384149996,1148.46152003406,75.944930421466,40.35737044495508,47.570456523556686,69.70807402207112,41.538132421706756,177526.61854582996
Gicumbi,Rubaya,-1.5972,30.155,Clay,3,3,2,3,1,6,7,8,3,8,1,1,2,8,284,154,133,79,652.2910839910975,94.59214398030542,116.95415262460172,27,6,1485.046069344215,10.966962593312264,4.410754870055741,30.337638767298493,63.636720642076185,1124.503078290619,73.32427020436697,78.40175620832593,51.341904152052805,75.29442845466232,17.81062380849115,804.2918394352091
Gicumbi,Rukomo,-1.6167,30.1,Sandy loam,0,0,0,3,0,1,5,9,6,14,0,0,2,35,560,65,364,47,646.2273584574548,98.14800689486968,126.66367745289055,27,13,1687.314438698394,10.703942606709717,3.4411830478937597,37.75438317329256,54.50203557923728,1398.239169766039,48.239906276998504,36.127304970525174,44.25179143379293,43.86572755586083,23.766775631480243,77592.81769429229
Gicumbi,Rushaki,-1.6167,30.1275,Clay loam,1,4,3,0,0,1,3,0,6,6,2,0,2,4,50,170,43,57,1064.056021956492,78.96978558163543,100.35023108613701,47,29,1660.121972922305,22.97912663663195,5.7251723709201245,1.941760083149795,56.567077316137656,1178.0547972359989,49.461378580033276,50.90795904481884,55.05575960149651,83.6085323789325,17.520017189934634,115053.82394450447
Gicumbi,Rutare,-1.6167,30.155,Sandy clay,0,1,2,4,2,1,4,1,5,5,4,0,0,34,537,96,184,89,639.4060695903771,96.77836172835866,110.9630049034704,32,18,1634.6272325902878,11.11027221734317,4.247134346677254,35.83399285800999,87.93405720847001,1027.5562437835683,49.60358920108865,55.578917223010514,56.104200045848295,58.21671278367127,55.30941343469635,99815.92055601864
Gicumbi,Ruvune,-1.6361,30.1,Clay,3,1,1,0,1,3,11,7,5,2,3,1,1,20,669,91,87,5,924.7608381860429,96.5771910877556,96.58382124927039,30,18,1700.1262314107516,19.577444659971658,6.646905805874111,52.77471079218265,74.86126306238208,1294.767633128547,69.65994325703872,58.9996394181069,50.855145781786504,67.03787814583357,50.845703808915246,8929.9840547243
Gicumbi,Rwamiko,-1.6361,30.1275,Sandy loam,1,4,3,2,0,2,6,1,1,14,2,0,1,43,199,25,347,75,1181.92078534635,56.76983873173424,83.23293625076614,19,10,1507.499820854904,17.291654567196026,6.0058038617904685,52.76049138984331,37.968268528375475,754.8449932443805,49.44643973473524,94.77953645342077,59.95429332290704,61.324977840154716,53.40191918215882,64183.91277827919
Gicumbi,Shangasha,-1.6361,30.155,Clay loam,5,3,1,0,1,0,11,1,2,10,2,0,1,17,45,82,298,13,756.5213341395453,80.72136671216498,117.01109286325462,27,8,1561.9457471842372,7.181661280426858,4.796407546206414,2.384575327801471,72.28593738150582,676.6398978854972,52.13364544063835,95.76307969298409,72.67602944244548,65.22958839459092,50.19947069614787,72579.54582523668
Musanze,Busogo,-1.5583,29.5561,Clay loam,4,3,1,0,0,2,6,4,4,4,3,0,1,28,443,164,120,36,767.9986067115756,116.63289227671274,123.3969099291637,15,16,1577.2440248998137,18.37724338794214,5.083778292406898,39.730013081170995,87.82385037082054,1069.5138518384263,32.910967854198944,72.9987405987014,68.09932344306634,25.752583196558966,57.38603608712906,76438.00683181311
Musanze,Cyuve,-1.5389,29.5561,Sandy clay,0,0,3,2,2,1,4,9,5,9,2,0,0,25,285,167,134,61,856.5807860874403,72.1615330305781,154.96073852160075,15,18,1495.4122630381432,15.46239040172521,4.912645452216655,40.730295784600955,44.50479812533426,775.7024056449778,44.37020265243098,57.856827075714826,28.3769356578356,66.76633133783977,54.40275747191423,142315.74222592212
Musanze,Gacaca,-1.5583,29.5836,Clay,4,1,2,1,1,1,11,5,0,2,4,1,1,19,871,68,196,90,1000.553782429726,139.19589705935937,150.49079951949636,41,5,1591.4152713756694,19.560564223100183,3.9941819628807975,24.59059884455025,93.65666443831486,970.7094889327703,52.14766225894334,68.7233508144156,50.67141547640378,66.76482135312301,19.429827007055092,59838.17575465948
Musanze,Gashaki,-1.5389,29.5836,Sandy loam,4,4,1,4,0,1,4,9,6,14,1,0,1,36,601,163,190,20,806.2950386066678,42.61210289174628,94.27619954823999,20,19,1587.3817035630216,6.284399018127438,9.319514666151775,35.9582917500729,76.27051230561375,1056.5406007594459,57.3207262929354,71.30313347712452,78.62611980556102,40.461770764597176,44.41137568284687,79031.16215925202
Musanze,Gataraga,-1.5194,29.5561,Clay loam,1,4,1,3,2,2,2,2,1,2,0,0,2,46,905,175,263,72,1128.0235688722425,110.39200026264758,110.31905365221986,33,12,1582.758979004668,16.177990891758487,8.352015013016995,53.65537011753011,20.412882360098365,724.8075983809942,47.80020680897142,34.993578438433346,55.966895527499084,71.86115114927463,58.115218175681505,90417.62233588583
Musanze,Kimonyi,-1.5194,29.5836,Sandy clay,6,3,0,3,1,3,7,3,1,13,3,0,0,45,152,91,333,27,907.0594963666848,113.37780599598251,80.47317989420804,19,22,1548.4231361225193,20.097795396296128,2.9123996359388182,26.693440284839703,51.970180382719384,1407.9498656096443,40.34131329779325,34.03429068387745,81.31708372122476,72.41845980298953,25.005007660288392,22833.57171235689
Musanze,Kinigi,-1.5583,29.6111,Clay,3,3,2,2,1,0,4,1,5,1,4,0,0,12,853,196,192,19,900.1664994038297,148.80914667860463,76.58554001562266,43,29,1585.2582857988548,14.63911260006341,4.496507374479663,33.47953658168578,67.45644096325216,1081.1919145843442,47.896447036421144,73.94854027299682,37.15192750711122,55.20161435017993,40.653235569674514,31817.898938652896
Musanze,Muhoza,-1.5389,29.6111,Sandy loam,0,0,1,0,2,2,2,1,5,8,0,0,2,42,263,91,277,20,1025.2636987013316,79.26323515109009,105.46109162359683,17,25,1518.643587270004,7.660084224112339,5.000176683424419,62.76994613988724,72.03404648772687,1280.4964954916024,88.27097733393225,81.36789486238695,44.97750601181005,56.8065825550092,51.30605342780139,29914.434288620767
Musanze,Muko,-1.5194,29.6111,Clay loam,3,0,0,0,1,3,11,0,1,9,0,0,1,9,418,110,76,11,676.1392795089098,74.17844380794492,157.69588607007492,48,28,1545.8160167110773,12.61960174990444,6.071405434323687,43.80891158454861,43.66683728787112,844.8798510177303,41.665447383859664,23.287636538597077,40.47194322073163,78.71581592776164,35.985515700229776,106954.77804250798
Musanze,Musanze,-1.5778,29.5561,Sandy clay,0,0,1,0,0,2,7,7,5,0,2,0,1,34,177,108,340,44,747.4139449878558,68.52811608378525,102.82914086942861,13,15,1547.209882665678,19.675894822694683,2.3121681838458588,14.005959144612238,48.42614606946893,1070.89284248037,32.55612299957677,71.72392649281667,50.803765638582405,56.074782811183695,41.7208557022033,89399.69454547335
Musanze,Nkotsi,-1.5778,29.5836,Clay,4,1,2,1,0,4,8,1,5,0,2,1,1,34,8,167,145,67,885.0300103627031,71.05589092906209,100.73856607222052,31,27,1513.5050135258714,22.345868539989834,4.690674944735147,19.601559411760604,59.46635910624205,1028.001758793932,51.136414339113905,57.11313485248072,71.8527917524495,78.69489969676582,36.80956394497957,1871.876459541876
Musanze,Nyange,-1.5778,29.6111,Sandy loam,2,3,4,4,3,2,2,1,3,14,2,0,0,10,786,191,281,9,781.8519729507236,39.481852291482554,82.551618427161,29,16,1481.3937574203694,24.114199813304328,4.635619193829559,33.752959845313,31.25888206687133,1113.2667713015912,26.66954797550008,66.70954654068184,70.5903556421651,115.51086466521195,32.636513976982826,159238.93745535388
Musanze,Remera,-1.5972,29.5561,Clay loam,5,4,0,0,1,0,1,4,1,2,0,0,0,17,170,103,121,89,1060.1015636876434,69.53953502270933,150.1319192820852,46,10,1620.8315028766472,26.32037996204388,1.5823219643624262,43.888201713298166,47.67540599196725,852.2895592778693,65.78259648196688,66.11384504635761,46.75094387186323,78.73472848272996,60.09496477651343,26927.920810181655
Musanze,Rwaza,-1.5972,29.5836,Sandy clay,1,3,1,4,3,0,1,7,4,6,4,0,1,25,963,107,14,74,601.7249929816419,129.68417731524363,92.7557404438596,47,28,1519.843397107513,6.305590674805121,4.180897112115553,51.42636782950922,62.15451516950306,952.0032450461329,66.40127942527567,51.452349402729226,24.163928223022804,70.25912744799406,11.424068130116744,38803.91644645251
Musanze,Shingiro,-1.5972,29.6111,Clay,2,1,1,2,2,5,6,6,3,2,0,1,2,18,606,174,48,34,910.5532684656714,57.660444227705014,93.01537598221752,10,29,1764.5580338788309,18.078095154792134,3.2851925522670866,41.56225110982815,76.08533150298169,534.6916557122003,25.39848946574218,102.4019630352663,57.00213789477991,48.05155246590359,24.862740992796283,-25399.78141924883
Rulindo,Base,-1.7311,29.9931,Clay loam,3,1,0,0,2,0,6,3,3,10,0,0,2,35,975,96,282,59,712.4017960507027,78.0679875232192,77.49473957235872,26,17,1701.6784392885515,11.833393218578887,5.129509282199518,23.714570270807812,87.82117335661243,1077.3413024628103,66.40436588998473,45.962808302075885,79.5953430463609,73.25516599195358,58.68418753525445,72059.72246885393
Rulindo,Burega,-1.7311,30.0206,Sandy clay,4,2,0,0,3,3,3,7,6,12,1,0,2,33,934,64,168,3,539.4804632660685,92.98330203227033,70.50424503714379,45,15,1775.5738711586291,19.235151060187512,2.8619645103765645,28.35638993506477,58.40007031898981,776.9110258065812,35.42672242738482,126.40121890739913,79.81496248639965,64.55727137832099,48.9829329801242,-6377.222278247005
Rulindo,Bushoki,-1.7117,29.9931,Clay,2,1,1,0,0,3,10,9,0,1,3,1,1,32,202,135,108,72,928.9574384459519,92.0673946802226,86.81740766429706,24,18,1783.279603328239,13.746521734651107,3.509186441301467,16.465335890399885,67.26979131567693,1187.0668151544878,45.8844718125799,56.533456855052265,61.431176618458636,92.88493630016498,76.64077909429001,-8987.809848093617
Rulindo,Buyoga,-1.7117,30.0206,Sandy loam,2,5,1,3,0,2,3,1,6,1,3,0,0,10,89,58,93,24,1086.6125536915065,70.45863557071688,130.63789219098302,21,22,1703.8581696983888,14.882212999454051,1.796179340531975,55.99865139367445,104.44344867614069,1178.1383433922201,44.90862458472785,79.29015712347484,58.031988143160675,26.94701899162024,65.08675514874503,16373.203994580908
Rulindo,Cyinzuzi,-1.6925,29.9931,Clay loam,5,4,0,0,0,4,4,6,6,7,1,0,0,31,615,163,167,10,792.7877201306821,75.94534958624011,97.19671352699893,32,21,1737.6719519367464,14.31706578266131,4.4305269829300045,28.407221747639326,54.91212249034872,265.11181622569745,33.92733163592559,53.01626042684803,62.16247193149731,80.4145111260126,63.56347010042617,25789.374264858612
Rulindo,Cyungo,-1.6925,30.0206,Sandy clay,0,3,3,4,3,1,11,8,0,2,0,0,0,44,116,121,337,91,844.1842605207718,77.89412711403185,93.62094937790116,29,20,1613.2170228036018,16.723100313567564,0.21848467794328208,27.722592501868306,31.936918692647343,1091.6294952336152,34.57127824342257,74.47370813297368,34.40734585021984,64.99905350535794,31.872938692558673,114826.74610952844
Rulindo,Kinihira,-1.7311,30.0481,Clay,1,1,2,3,1,3,2,5,5,4,0,1,1,46,658,165,248,56,785.1423254978322,42.70696746610139,164.8978325282386,16,8,1735.8735047101472,17.52762557065071,5.855669649032846,14.93848665486876,76.25922646779586,805.7504034207831,45.39702812362226,21.699041490633768,58.78197738194031,57.01230158463834,33.57036603141264,11303.522154074279
Rulindo,Kisaro,-1.7117,30.0481,Sandy loam,3,4,3,0,4,1,6,8,3,6,2,0,2,25,458,133,331,95,676.7310449787228,69.68205576778706,124.74230335818605,45,27,1744.8599348616285,12.823547342124126,5.644268205505521,69.95684327396465,71.17048417618476,1069.2679894183786,40.33010646669371,57.041116866472706,57.774811432567944,39.876019539508405,28.426653733552147,149804.88007748817
Rulindo,Kigabiro,-1.78,30.05,Sandy loam,3,0,0,3,3,0,1,8,6,7,1,0,1,4,884,80,46,23,744.3747639872679,47.029662628574,109.10293208184778,39,27,1759.7466133984792,19.03601274114079,4.956518862414732,58.82476999802823,76.28126311925747,977.4870339879959,64.11184719772027,57.358840613194104,39.75010357567928,63.17446620292485,40.81377670235914,110631.20677199926
Rulindo,Masoro,-1.6925,30.0481,Clay loam,2,0,2,0,0,2,0,6,3,14,2,0,0,2,309,65,162,66,770.3833855838659,60.33112575107107,108.02009282092042,16,24,1684.1732054823676,13.983645835379377,2.7805342559206245,4.177465645831344,42.78530465393996,1144.3463877797599,42.15534167825531,-10.155829392827073,37.749164300719045,49.49590071676143,50.567171246722225,83666.10601853245
